Year,ST,Permissive,Restrictive,background checks,carrying a concealed weapon (ccw),castle doctrine,child access laws,dealer license,firearm sales restrictions,minimum age,open carry,permit to purchase,prohibited possessor,registration,safety training required,waiting period,Implement,Modify,Repeal,universl,permit,sentiment_score,HuntLic,GunsAmmo,BackChk,avg_own_est,Suicides,Homicides
2014.0,GA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9535995125770569,0.296059582,-0.763474649,-0.711581886,0.303801949,8.19,4.99
1992.0,HI,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9963960766792297,0.094406245,0.209517132,-1.1893507494000002,0.2973747105,2.88,1.23
1993.0,HI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9770228862762451,0.093903028,0.828494413,-1.2483645312,0.342533272,2.57,1.15
1994.0,HI,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.8558909978185382,0.095834821,0.779957473,-1.1893507494000002,0.3932984168,4.27,1.8
1995.0,HI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9404020309448242,0.094510243,0.618045501,-1.1139875458,0.3738341498,3.69,2.13
1998.0,HI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9770532846450806,0.092038136,-0.71648542,-1.1244973612,0.2158761202,2.28,0.66
2000.0,HI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.8797295689582825,0.088727924,-0.82532697,-1.415245168,0.18907230079999998,2.98,0.74
2020.0,HI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.4,0.9917619824409485,0.2914043244,-0.5171217904000001,-0.25674876440000005,0.34385549260000003,5.4,4.54
1994.0,IA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9986502528190613,0.473420473,-0.334805545,-0.726295215,0.46480640840000004,6.18,1.0
1998.0,IA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9770532846450806,0.498770266,0.12397281,-0.7218496836000001,0.401985455,4.84,1.37
2010.0,IA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9552644491195679,0.529609932,0.288294065,-1.173223228,0.4545825495,5.59,1.15
2011.0,IA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8143131136894226,0.53007155,0.279277205,-1.237220693,0.470663679,5.95,1.04
2017.0,IA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.8995171189308167,0.4618242196,0.3355912884,0.24035633839999998,0.45767705259999997,6.64,2.15
1994.0,ID,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.9700718075037003,0.720753911,1.147495862,0.2735051912,0.5144990084,11.74,2.1
1998.0,ID,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9770532846450806,0.77914868,1.258510672,0.8395382196,0.456196206,10.97,1.43
2016.0,ID,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9918720126152039,0.714829614,1.396697636,0.388481222,0.682871621,12.79,1.04
2018.0,ID,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.9960454106330872,0.5883510676,1.0837560356,1.1167297884,0.5689146994,14.0,1.81
1994.0,IL,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9986502528190613,0.32928804,-0.919881784,-0.672467098,0.31124033,4.13,8.49
1996.0,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9984076619148254,0.316327636,-0.895800863,-0.672467098,0.27838310499999996,4.08,7.18
1998.0,IL,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9770532846450806,0.301534518,-1.076784921,-0.9009169264000001,0.22676361,3.99,6.21
2000.0,IL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9968339800834656,0.259407937,-0.99275831,-1.063749709,0.3250621776666667,3.5,5.3
2008.0,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.994244396686554,0.320991013,-0.875871932,-1.097573162,0.193236924,3.38,4.9
2009.0,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9978524446487427,0.320366573,-0.882404891,-1.039170237,0.316432592,3.05,4.9
2013.0,IL,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.9712232351303101,0.319156031,-0.75833475,-0.8538264699999999,0.353711374,3.65,4.54
2018.0,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.4,0.9593400955200195,0.314701209,-0.600717079,-0.35132605400000005,0.3612582712,4.23,6.34
2019.0,IL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.4,0.869947761297226,0.2914043244,-0.5171217904000001,-0.25674876440000005,0.34385549260000003,5.738,2.538
1994.0,IN,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.9948121905326843,0.339360701,0.014552481,0.08620967259999998,0.472564939,7.64,5.31
1998.0,IN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9764666557312012,0.325432391,0.110834356,0.4249974454,0.431211566,7.13,4.76
2002.0,IN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9857499599456787,0.308791779,0.047344758,-0.997292198,0.38093366100000003,7.27,3.88
2005.0,IN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9661574363708496,0.25922072,-0.043643181,-0.337975764,0.34486571353333334,6.55,4.05
2006.0,IN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.565584123134613,0.277159188,-0.147396496,-0.311712867,0.389799658,6.89,4.18
2011.0,IN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8232919573783875,0.263936004,-0.081527714,-0.072270892,0.39517759,6.16,3.15
1994.0,KS,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9906015594800314,0.243697775,0.664999941,0.08620967259999998,0.497403852,7.37,4.86
1998.0,KS,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9764666557312012,0.365417875,0.682429442,0.5530658166,0.39297306,7.66,4.02
2006.0,KS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9672197699546814,0.368492331,0.380526355,0.193785689,0.407495362,7.64,2.62
2007.0,KS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8946568965911865,0.363183738,0.434785438,0.246530314,0.50371867,7.51,2.57
2011.0,KS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9350191950798035,0.359504849,0.601355265,0.31527021,0.461705555,7.94,2.9
2015.0,KS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.983025848865509,0.35170957,0.764034793,0.036073633,0.47178022,7.59,3.35
2018.0,KS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.9920367002487183,0.37757941440000004,0.2424086332,0.37768193719999993,0.4543940286,9.79,4.52
1994.0,KY,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.9795168519020081,0.358423311,-0.526680912,0.28413142700000005,0.565914949,9.83,4.19
1996.0,KY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.748120903968811,0.357983868,-0.229946832,0.48498398619999994,0.5472987985,8.77,3.67
1998.0,KY,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9764666557312012,0.380889344,0.182662218,1.0510170146,0.570738863,9.49,4.29
2006.0,KY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5767747759819031,0.375117069,0.061052793,1.468428879,0.428726132,8.91,2.68
2019.0,KY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9938876032829285,0.4915851664,0.4902726296,0.8987256062,0.5541255191,13.209999999999999,4.566
1994.0,LA,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.9986502528190613,0.350455856,-1.041355316,-0.08225824840000007,0.538665322,9.89,16.19
1996.0,LA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9120824933052063,0.242025521,-0.82705625,-0.02071508879999997,0.42288172749999997,9.04,13.43
1998.0,LA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9764666557312012,0.363413766,-0.662264688,-0.17450462360000002,0.373942497,7.97,9.66
1999.0,LA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9933659434318542,0.363111575,-0.668872288,0.386215231,0.491883057,8.95,7.52
2006.0,LA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9767940044403076,0.363328348,-0.609885762,0.680613324,0.443907064,7.69,10.01
2014.0,LA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9903766512870789,0.359435297,-0.721171579,0.578412465,0.445944937,9.18,9.13
2017.0,LA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9603071212768555,0.3694210598,-0.25235093499999994,0.7716470165999999,0.5137474463,9.24,11.79
2018.0,LA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9940514862537384,0.3694210598,-0.25235093499999994,0.7716470165999999,0.5137474463,9.61,11.09
1994.0,MA,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9941086967786154,0.206918858,-1.4653180069999998,-1.2448131541999998,0.19631074699999998,2.48,2.33
1998.0,MA,0.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,1.0,0.9498986734284295,0.195986093,-1.597523252,-1.0746352291999999,0.169080838,2.39,1.03
2015.0,MA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9887748658657074,0.185203677,-1.435065335,-1.399291969,0.2076735,1.59,1.26
2018.0,MA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,1.0,0.9660797417163849,0.1716096312,-1.212916036,-0.8741636646,0.22396906099999997,1.86,1.51
1992.0,MD,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9969406127929688,0.208037579,-0.567203744,-0.34315092180000006,0.37360004950000003,5.2,8.85
1994.0,MD,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9911006689071655,0.196354097,-0.619270049,-0.34315092180000006,0.317642894,6.01,8.75
1996.0,MD,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.9770089030265808,0.194681872,-0.781648654,-0.7925497462,0.2185660245,5.32,8.51
1997.0,MD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7198562622070312,0.191663835,-0.799297989,-0.2654845582,0.360287184,5.31,8.15
1998.0,MD,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9770532846450806,0.192331831,-0.859559765,-0.5948007343999999,0.199101943,5.12,7.59
2003.0,MD,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9718486666679382,0.219386158,-0.790821233,-1.263875927,0.234818852,4.37,7.31
2009.0,MD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8184182047843933,0.223700273,-1.137995221,-1.078072805,0.212613284,4.26,5.61
2013.0,MD,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.9415266017119089,0.0,-1.347434079,-0.715405117,0.265360831,4.1,5.15
2018.0,MD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.4,0.9926059544086456,0.223870098,-0.8450794104,-0.4849359700000001,0.33932598280000004,4.07,7.3
1994.0,ME,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.9986502528190613,0.378285936,0.041205944,0.19435537099999997,0.49140556999999996,7.75,1.63
1997.0,ME,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.979304850101471,0.368079151,-0.201114923,-0.1657659532,0.461687403,6.3,0.85
1998.0,ME,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9764666557312012,0.35831533,-0.199355122,0.40437346119999995,0.4459590078,8.3,0.89
2002.0,ME,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9926359057426453,0.40337074,0.295530314,0.357365957,0.414889428,5.92,0.62
2003.0,ME,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9550209939479828,0.40841496,0.233033637,0.361654998,0.453414015,5.15,0.5
2009.0,ME,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9572797417640686,0.41927531,0.505982969,0.23184106,0.483024092,7.47,1.05
2015.0,ME,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6178296208381653,0.406261381,0.350455846,0.430837355,0.488383346,8.64,1.14
1991.0,MI,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.9435614943504333,0.467120683,-0.360289309,-0.4466797688,0.5186955355,7.209999999999999,7.95
1994.0,MI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9986502528190613,0.450317986,-0.464771319,-0.34315092180000006,0.447829221,6.3,7.47
1998.0,MI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9770532846450806,0.488974168,-0.078122945,-0.9009169264000001,0.381942724,5.64,5.12
2001.0,MI,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9884029030799866,0.473236167,-0.229426902,-0.756033911,0.38629928,5.44,5.03
2002.0,MI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.7946320176124573,0.472101637,-0.065379331,-0.656069526,0.3725906445,5.79,4.94
2006.0,MI,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9734498858451843,0.461430785,-0.004437242,-0.810963771,0.381263173,5.8,5.5
1993.0,MN,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.985275149345398,0.481067578,-0.487074922,-0.6493145102,0.447216683,5.22,1.76
1994.0,MN,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9936441779136658,0.467808231,-0.475205195,-0.6493145102000001,0.439899599,5.43,1.97
1998.0,MN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9770532846450806,0.462179809,0.049963089,-0.7218496836,0.383814533,5.09,1.13
2003.0,MN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9883926510810852,0.522482249,0.201395981,0.099898821,0.428399228,4.79,1.46
2014.0,MN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9950612187385559,0.522012404,0.134814404,-0.266979819,0.293939083,5.33,1.11
1994.0,MO,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9986502528190613,0.434142415,0.059977046,0.4249974454,0.48918683,9.33,8.09
1998.0,MO,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9770532846450806,0.439360757,0.251508571,0.4249974454,0.462148327,7.66,5.12
2004.0,MO,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8678892850875854,0.442469997,0.209118531,0.176444313,0.4724119203333333,6.67,4.46
2007.0,MO,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.9718070179224014,0.531210435,0.328454315,0.30469712,0.469239032,7.47,4.6
2008.0,MO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.996903121471405,0.529093557,0.40492517,0.601703984,0.489980671,6.87,6.23
2012.0,MO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9776597619056702,0.532493597,0.759524312,0.738838805,0.519972625,8.71,5.38
